Designation,Prov_Des,Ln,q,Q,EMoid,H,Epoch,M,Peri,Node,Incl,e,a,Opps,Ref,Designation,name,year,month,day,ate,site,discovers
,2015,XX168,0.482,1.196,0.00448,25.6,20190427,35.2,299.8,282.2,1,0.426,0.839,( 10d),MPO358575,2015,XX168,2015,12,8,G96,Mt. Lemmon,Survey
,2015,XT378,0.719,1.156,0.00029,27.9,20190427,350.1,64.9,257.4,5.7,0.233,0.937,(  3d),MPO358615,2015,XT378,2015,12,13,F51,Pan-STARRS,1
,2015,XT168,0.68,1.198,0.06778,20.9,20190427,5.5,225.5,58.6,19.7,0.276,0.939,3,MPO438022,2015,XT168,2015,12,6,G96,Mt. Lemmon,Survey
,2015,XT1,0.556,1.104,0.04881,23.3,20190427,7.7,102.4,143.8,5,0.33,0.83,2,MPO466779,2015,XT1,2015,12,3,F51,Pan-STARRS,1
,2015,XS168,0.602,1.31,0.2495,23.1,20190427,25.4,191.6,69.6,21.9,0.371,0.956,(  5d),MPO358574,2015,XS168,2015,12,4,G96,Mt. Lemmon,Survey
,2015,XQ55,0.365,1.332,0.07677,21.8,20190427,338.6,193.7,54,9.6,0.57,0.849,2,MPO473421,2015,XQ55,2015,12,4,F51,Pan-STARRS,1
,2015,XQ378,0.628,1.228,0.0622,24.2,20190427,169,322.8,256.7,9.7,0.323,0.928,( 21d),MPO369302,2015,XQ378,2015,12,14,G96,Mt. Lemmon,Survey
,2015,XP54,0.53,1.221,0.06334,24,20190427,157.7,215,71.2,16.9,0.395,0.876,(  3d),MPO358531,2015,XP54,2015,12,3,G45,LINEAR,
,2015,XN261,0.814,1.133,0.00534,26.2,20190427,87.5,274.9,278.5,2.3,0.164,0.974,( 12d),MPO377898,2015,XN261,2015,12,10,G96,Mt. Lemmon,Survey
,2015,XN169,0.563,1.256,0.20686,22.2,20190427,165.2,352.6,253.6,17.9,0.381,0.91,( 29d),MPO369293,2015,XN169,2015,12,8,G96,Mt. Lemmon,Survey
,2015,XK55,0.724,1.075,0.08266,24.5,20190427,196.3,352.4,243.1,9.2,0.195,0.9,( 27d),MPO369287,2015,XK55,2015,12,3,F51,Pan-STARRS,1
,2015,XG261,0.795,1.184,0.19664,23.1,20190427,324.9,187.2,77.2,65.7,0.196,0.989,( 15d),MPO358592,2015,XG261,2015,12,9,F51,Pan-STARRS,1
,2015,XF261,0.674,1.307,0.00238,25,20200531,285.2,100.8,210,0.8,0.319,0.99,3,MPO544699,2015,XF261,2015,12,8,F51,Pan-STARRS,1
,2015,XB128,0.626,1.014,0.01539,25.4,20190427,6.3,15.9,245,15.6,0.237,0.82,(  7d),MPO392478,2015,XB128,2015,12,5,F51,Pan-STARRS,1
,2015,WZ12,0.424,1.02,0.00436,26.3,20190427,40.2,345.9,251.6,3.6,0.412,0.722,(  6d),MPO386948,2015,WZ12,2015,11,30,703,CSS,
,2015,VZ2,0.409,1.007,0.01082,22.6,20190427,109,186.5,41.6,17,0.422,0.708,2,MPO466768,2015,VZ2,2015,11,7,703,CSS,
,2015,VU64,0.834,1.036,0.00109,30.6,20190427,61,49.8,224.5,2.5,0.108,0.935,(  2d),MPO355052,2015,VU64,2015,11,8,703,CSS,
,2015,VP66,0.712,1.207,0.19508,22.3,20190427,102.2,168.9,22.9,19,0.258,0.959,2,MPO389156,2015,VP66,2015,11,9,G96,Mt. Lemmon,Survey
,2015,VL64,0.647,1.171,0.00232,28.3,20190427,98,225.4,51.6,0.7,0.288,0.909,(  6d),MPO355050,2015,VL64,2015,11,7,G96,Mt. Lemmon,Survey
,2015,VK1,0.561,1.393,0.00319,26.6,20190427,287.6,241.9,38.1,11.9,0.426,0.977,(  8d),MPO361296,2015,VK1,2015,11,3,F51,Pan-STARRS,1
,2015,VH65,0.657,1.046,0.01477,27.7,20190427,10.2,330.2,227.1,13.4,0.228,0.852,(  4d),MPO355054,2015,VH65,2015,11,8,G96,Mt. Lemmon,Survey
,2015,VB1,0.857,1.113,0.12296,23.6,20190427,20.1,355,227.2,20.9,0.13,0.985,2,MPO389155,2015,VB1,2015,11,1,G96,Mt. Lemmon,Survey
,2015,UH52,0.524,1.181,0.0003,26.1,20201217,295.6,225.7,26.5,4.7,0.385,0.853,2,MPO599820,2015,UH52,2015,10,23,703,CSS,
,2015,TT238,0.664,1.107,0.0256,24.6,20201217,225.6,216.1,4.5,10.8,0.25,0.885,2,E2020-V08,2015,TT238,2015,10,12,G96,Mt. Lemmon,Survey
,2015,TG24,0.415,1.077,0.00322,26.7,20190427,50.8,151.3,22,4,0.444,0.746,(  5d),MPO361274,2015,TG24,2015,10,9,703,CSS,
,2015,SY,0.471,1.366,0.00779,23.3,20201217,62.6,43.5,182.6,3.2,0.487,0.919,2,E2020-UJ0,2015,SY,2015,9,20,703,CSS,
,2015,SO2,0.888,1.105,0.01977,23.9,20180323,81.2,291.2,182.8,9.2,0.109,0.996,2,MPO457020,2015,SO2,2015,9,21,106,Crni Vrh,
,2015,SJ7,0.4,1.066,0.01683,25.5,20190427,53.9,185,6.1,3.4,0.454,0.733,(  7d),MPO369266,2015,SJ7,2015,9,23,F51,Pan-STARRS,1
,2015,SD,0.633,1.09,0.08084,24.4,20190427,15,351,176.3,20.1,0.266,0.861,(  5d),MPO347499,2015,SD,2015,9,17,703,CSS,
,2015,SA,0.628,1.052,0.00581,25.3,20190427,26.3,207.8,352.1,13.2,0.252,0.84,( 29d),MPO369266,2015,SA,2015,9,16,Y00,SONEAR Obs,"ervatory, Oliveira"
,2015,RT1,0.711,1.198,0.00814,25.4,20190427,66.8,47.6,166.3,1.8,0.255,0.954,2,MPO430759,2015,RT1,2015,9,6,703,CSS,
,2015,RF36,0.836,1.062,0.03563,23.4,20190427,173.7,328.8,182.5,7.3,0.119,0.949,( 60d),MPO438020,2015,RF36,2015,9,11,G45,LINEAR,
,2015,QM3,0.331,1.081,0.06003,20.4,20180323,348.3,324.6,159.7,16.1,0.531,0.706,2,MPO457016,2015,QM3,2015,8,19,C51,WISE,
,2015,OQ21,0.502,1.077,0.00224,27.9,20190427,0.2,328.9,125.5,1.6,0.364,0.789,(  4d),MPO344195,2015,OQ21,2015,7,19,F51,Pan-STARRS,1
,2015,NG13,0.663,1.048,0.00564,24.9,20190427,90.8,202.7,272.2,5.3,0.225,0.856,( 16d),MPO438017,2015,NG13,2015,7,12,F51,Pan-STARRS,1
,2015,NA14,0.788,1.144,0.06056,22,20190427,228.4,152.8,281.8,6.4,0.184,0.966,3,MPO409538,2015,NA14,2015,7,15,F51,Pan-STARRS,1
,2015,ME131,0.643,0.99,0.0439,19.5,20201217,358.7,156.9,317.8,33.6,0.212,0.816,2,E2021-CN9,2015,ME131,2015,6,23,F51,Pan-STARRS,1
,2015,LA2,0.635,1.131,0.085,23,20200531,158.9,3.7,85.4,7.7,0.281,0.883,3,MPO546013,2015,LA2,2015,6,7,703,CSS,
,2015,KT120,0.78,1.203,0.13175,25.1,20190427,115.1,27.6,72.5,14.8,0.213,0.992,2,MPO380955,2015,KT120,2015,5,23,G96,Mt. Lemmon,Survey
,2015,KS120,0.848,1.119,0.07755,25.4,20190427,161.9,208.4,234.5,9.3,0.138,0.983,( 20d),MPO342335,2015,KS120,2015,5,22,F51,Pan-STARRS,1
,2015,KQ18,0.484,1.235,0.01791,25.3,20200531,8.8,326.2,54,5.7,0.437,0.86,(  6d),MPO562653,2015,KQ18,2015,5,19,F51,Pan-STARRS,1
,2015,KP57,0.505,1.422,0.00661,24.9,20190427,342,315.7,55.2,1.8,0.476,0.963,(  3d),MPO337209,2015,KP57,2015,5,22,F51,Pan-STARRS,1
,2015,KJ157,0.248,1.642,0.17082,19.2,20201217,291.9,302,101.5,36.9,0.737,0.945,4,E2021-E37,2015,KJ157,2015,5,30,F52,Pan-STARRS,2
,2015,KJ122,0.196,1.375,0.03178,22,20201217,196,229.8,187.9,5.1,0.75,0.785,4,E2021-E37,2015,KJ122,2015,5,19,F51,Pan-STARRS,1
,2015,KF,0.837,1.122,0.05143,25.1,20190427,148.2,39.8,58.4,7.5,0.145,0.98,2,MPO405107,2015,KF,2015,5,18,G96,Mt. Lemmon,Survey
,2015,KE,0.853,1.095,0.00436,26.2,20190427,155,223.4,243.6,0.6,0.124,0.974,2,MPO392465,2015,KE,2015,5,18,703,CSS,
,2015,KB57,0.371,1.518,0.1413,22.3,20190427,193.3,208.8,239.6,29.7,0.607,0.945,2,MPO477792,2015,KB57,2015,5,20,W84,DECam,
,2015,KA,0.85,1.088,0.01529,26.2,20190427,160.1,233.7,237.1,9.5,0.123,0.969,( 24d),MPO369260,2015,KA,2015,5,18,703,CSS,
,2015,JR1,0.778,1.1,0.01767,26.1,20190427,244.3,227.6,229.1,11.9,0.172,0.939,(  9d),MPO369260,2015,JR1,2015,5,13,703,CSS,
,2015,JF11,0.83,1.161,0.11286,20.8,20190427,100.6,158.5,325,9.3,0.166,0.996,( 23d),MPO374505,2015,JF11,2015,5,13,C51,WISE,
,2015,HZ176,0.792,1.145,0.06755,23.7,20190427,297.4,323,35.9,11,0.182,0.968,( 12d),MPO337165,2015,HZ176,2015,4,25,G96,Mt. Lemmon,Survey
,2015,HZ116,0.668,1.241,0.06138,24.4,20190427,349.1,316.2,43.8,14,0.3,0.954,( 22d),MPO337124,2015,HZ116,2015,4,23,F51,Pan-STARRS,1
,2015,HW10,0.836,1.033,0.01176,25.7,20190427,12.7,330.6,32.6,16.1,0.106,0.934,(  4d),MPO337077,2015,HW10,2015,4,21,G96,Mt. Lemmon,Survey
,2015,HK,0.657,1.087,0.02812,25.5,20190427,194.7,330.3,33.6,12.5,0.247,0.872,(  9d),MPO369259,2015,HK,2015,4,16,G96,Mt. Lemmon,Survey
,2015,HA1,0.783,1.146,0.0552,21.2,20190427,297.1,315.2,57.3,19.9,0.188,0.964,2,MPO438013,2015,HA1,2015,4,16,G96,Mt. Lemmon,Survey
,2015,FW284,0.354,1.201,0.01963,24.9,20190427,241.5,188.4,149.5,2.5,0.545,0.777,(  5d),MPO438013,2015,FW284,2015,3,28,G96,Mt. Lemmon,Survey
,2015,FW117,0.53,1.186,0.00864,22.7,20190427,305.4,315.9,10.9,32.2,0.382,0.858,(  8d),MPO438012,2015,FW117,2015,3,24,703,CSS,
,2015,FV118,0.357,1.36,0.07428,21.6,20200531,36.5,267.5,98.6,6.2,0.584,0.858,4,MPO562628,2015,FV118,2015,3,25,F51,Pan-STARRS,1
,2015,FQ117,0.327,1.395,0.02835,20.6,20190427,229.4,63.1,293.9,4.6,0.62,0.861,4,MPO473391,2015,FQ117,2015,3,22,F51,Pan-STARRS,1
,2015,FM33,0.792,1.179,0.05094,24.6,20190427,187.8,236.6,162.7,11.1,0.196,0.986,3,MPO409522,2015,FM33,2015,3,16,F51,Pan-STARRS,1
,2015,FD341,0.31,1.6,0.12432,17.7,20190427,220.6,67,7.6,20.5,0.675,0.955,6,MPO477786,2015,FD341,2015,3,27,C51,WISE,
,2015,FD,0.66,1.138,0.01354,26.6,20190427,47.6,44.8,356.1,5.6,0.266,0.899,(  9d),MPO349337,2015,FD,2015,3,16,G96,Mt. Lemmon,Survey
,2015,FA285,0.396,1.085,0.00289,26.4,20190427,14.2,335.5,10.6,9.3,0.465,0.741,(  4d),MPO369259,2015,FA285,2015,3,29,703,CSS,
,2015,EQ,0.333,1.006,0.00829,26.1,20190427,25.1,355.9,350,8.8,0.503,0.669,(  4d),MPO369258,2015,EQ,2015,3,11,703,CSS,
,2015,EG,0.555,1.17,0.00297,25.6,20200531,293.8,223.5,167.6,2.5,0.356,0.863,3,MPO562623,2015,EG,2015,3,9,G96,Mt. Lemmon,Survey
,2015,EB7,0.498,1.418,0.33017,21.5,20200531,340,356.3,15.8,26.7,0.48,0.958,3,MPO562624,2015,EB7,2015,3,13,G96,Mt. Lemmon,Survey
,2015,DZ155,0.644,1.312,0.03491,24.4,20190427,34.9,301.6,326,14.1,0.341,0.978,(  9d),MPO438011,2015,DZ155,2015,2,17,F51,Pan-STARRS,1
,2015,DR215,0.352,0.981,0.04471,20.44,20201217,69.8,42.3,315,4.1,0.472,0.666,3,MPO599712,2015,DR215,2015,2,18,F51,Pan-STARRS,1
,2015,DQ224,0.37,1.189,0.00058,29.3,20190427,124.5,215.1,149,11,0.526,0.779,(  0d),MPO336811,2015,DQ224,2015,2,19,G96,Mt. Lemmon,Survey
,2015,DB156,0.656,1.192,0.08222,24.9,20190427,10.6,220.8,149.4,25.5,0.29,0.924,(  7d),MPO380408,2015,DB156,2015,2,20,G96,Mt. Lemmon,Survey
,2015,CR,0.686,1.22,0.03458,23.3,20190427,54.4,343.6,305.9,2.7,0.28,0.953,( 24d),MPO438011,2015,CR,2015,2,9,G96,Mt. Lemmon,Survey
,2015,CL,0.319,1.146,0.00019,25.4,20200531,64.7,330.9,320.1,3,0.565,0.732,2,MPO545971,2015,CL,2015,2,8,703,CSS,
,2015,CJ13,0.608,1.351,0.01033,24,20190427,45.8,295.9,324.8,19,0.38,0.979,(  5d),MPO328599,2015,CJ13,2015,2,13,703,CSS,
,2015,CB,0.749,1.137,0.05179,23.2,20190427,326.4,47.6,319.2,15.8,0.206,0.943,2,MPO370378,2015,CB,2015,2,2,F51,Pan-STARRS,1
,2015,BY512,0.294,1.463,0.16922,21.4,20190427,187.6,13.9,317.6,23.3,0.666,0.878,2,MPO466659,2015,BY512,2015,1,21,F51,Pan-STARRS,1
,2015,BW510,0.356,1.301,0.13732,20.7,20201217,183.6,98.3,168.2,12.9,0.57,0.829,3,MPO599705,2015,BW510,2015,1,23,F51,Pan-STARRS,1
,2015,BM510,0.832,1.062,0.02357,25.1,20190427,90.5,357.3,267.9,1.6,0.122,0.947,( 33d),MPO369257,2015,BM510,2015,1,25,F51,Pan-STARRS,1
,2015,BE92,0.781,1.165,0.00561,28.1,20190427,67,303.2,290.2,1,0.197,0.973,( 10d),MPO331391,2015,BE92,2015,1,19,G96,Mt. Lemmon,Survey
,2015,BE513,0.59,1.332,0.10145,22,20190427,279.5,358.6,347.7,6.7,0.386,0.961,4,MPO441075,2015,BE513,2015,1,27,F51,Pan-STARRS,1
,2015,AJ44,0.465,1.31,0.06607,22.3,20200531,305.5,192.5,117.1,6.3,0.476,0.887,3,MPO562597,2015,AJ44,2015,1,14,F51,Pan-STARRS,1
,2015,AH,0.689,1.125,0.0396,21.59,20201217,72.5,70.6,255.3,14.1,0.24,0.907,3,MPO599685,2015,AH,2015,1,9,F51,Pan-STARRS,1
,2015,AC44,0.801,1.168,0.14887,24.4,20190427,277.5,26.5,295.8,20.4,0.186,0.985,( 34d),MPO419490,2015,AC44,2015,1,14,F51,Pan-STARRS,1
,2015,AB44,0.689,1.251,0.04506,22.6,20190427,59.7,123,123.2,15.1,0.29,0.97,2,MPO382721,2015,AB44,2015,1,14,F51,Pan-STARRS,1
,2014,YW14,0.515,1.048,0.00281,27.6,20190427,328.4,332.4,275.5,6.9,0.341,0.781,(  1d),MPO319070,2014,YW14,2014,12,27,703,CSS,
,2014,YS,0.451,1.034,0.02099,24.5,20190427,81.1,174.4,108.6,4.3,0.392,0.743,( 26d),MPO373581,2014,YS,2014,12,19,F51,Pan-STARRS,1
,2014,YR15,0.443,1.056,0.0384,21.5,20190427,81.7,309,320.6,5.7,0.409,0.75,2,MPO394082,2014,YR15,2014,12,27,703,CSS,
,2014,YP44,0.803,1.057,0.0171,26.1,20190427,156.6,183.9,62.1,1.3,0.137,0.93,(  1d),MPO324227,2014,YP44,2014,12,30,G96,Mt. Lemmon,Survey
,2014,YN,0.772,1.012,0.00528,25.7,20190427,254.5,15.8,239.4,1.2,0.135,0.892,( 38d),MPO450617,2014,YN,2014,12,16,F51,Pan-STARRS,1
,2014,YF,0.775,1.052,0.05348,22.6,20200531,252.4,90.7,177.8,5.9,0.151,0.914,( 79d),MPO562596,2014,YF,2014,12,16,F51,Pan-STARRS,1
,2014,YE15,0.671,1.019,0.00348,28.3,20190427,64.3,333.3,276.6,3.2,0.206,0.845,(  4d),MPO477775,2014,YE15,2014,12,28,G96,Mt. Lemmon,Survey
,2014,XU6,0.43,1.09,0.09515,24,20190427,50,352,259.3,30.7,0.434,0.76,3,MPO473357,2014,XU6,2014,12,12,G96,Mt. Lemmon,Survey
,2014,WZ365,0.451,1.126,0.00102,26,20190427,337.2,321.4,261.7,1.3,0.429,0.789,(  4d),MPO331362,2014,WZ365,2014,11,28,G96,Mt. Lemmon,Survey
,2014,WT202,0.905,1.026,0.03861,21.1,20190427,57.3,185.7,58.8,23.4,0.063,0.966,2,MPO357219,2014,WT202,2014,11,23,703,CSS,
,2014,WQ202,0.383,1.476,0.00148,23.8,20190427,61.8,133.8,141,1.6,0.588,0.929,( 27d),MPO342303,2014,WQ202,2014,11,22,F51,Pan-STARRS,1
,2014,WM7,0.708,1.268,0.07853,23.7,20190427,86.7,314.7,228,10.8,0.284,0.988,( 10d),MPO357218,2014,WM7,2014,11,18,G96,Mt. Lemmon,Survey
,2014,WE6,0.837,1.101,0.00017,30.4,20190427,330.7,251.6,52.6,0.3,0.136,0.969,(  4d),MPO318751,2014,WE6,2014,11,17,G96,Mt. Lemmon,Survey
,2014,WC5,0.744,1.073,0.03876,24.7,20190427,258.9,150.6,59.5,6.7,0.181,0.908,( 25d),MPO318749,2014,WC5,2014,11,17,703,CSS,
,2014,UW33,0.473,1.198,0.09416,22.8,20190427,94.9,15.9,217.3,13.5,0.434,0.836,( 39d),MPO349335,2014,UW33,2014,10,22,703,CSS,
,2014,UV116,0.201,1.633,0.03569,23.6,20190427,97.5,211.6,37,42.3,0.78,0.917,(  5d),MPO322374,2014,UV116,2014,10,28,703,CSS,
,2014,US7,0.625,1.093,0.00711,26.6,20190427,352.2,219.3,25.6,9.9,0.273,0.859,2,MPO458591,2014,US7,2014,10,20,G96,Mt. Lemmon,Survey
,2014,UR,0.978,1.011,0.0138,26.6,20190427,358.4,196.3,23.8,8.3,0.016,0.995,2,MPO369235,2014,UR,2014,10,17,703,CSS,
,2014,UN114,0.754,1.041,0.0014,24.5,20200531,351.1,38.6,203.8,3.4,0.16,0.897,( 65d),MPO508423,2014,UN114,2014,10,26,703,CSS,
,2014,TC36,0.575,1.03,0.03184,25,20190427,294.1,175.1,22.5,15.5,0.283,0.803,( 12d),MPO322359,2014,TC36,2014,10,14,703,CSS,
,2014,TC,0.702,1.156,0.01576,26.2,20190427,295.6,306.1,188,15.9,0.244,0.929,(  1d),MPO309137,2014,TC,2014,10,1,703,CSS,
,2014,SS261,0.842,1.072,0.01625,26.3,20190427,204.1,128.5,3.2,10.9,0.12,0.957,( 21d),MPO322349,2014,SS261,2014,9,26,703,CSS,
,2014,SM1,0.681,1.155,0.02821,25.6,20190427,201,220.4,354.4,7.3,0.258,0.918,(  9d),MPO309118,2014,SM1,2014,9,18,F51,Pan-STARRS,1
,2014,SH144,0.743,1.119,0.06099,25,20190427,270.3,144,0.9,21.9,0.202,0.931,(  7d),MPO322346,2014,SH144,2014,9,22,F51,Pan-STARRS,1
,2014,RX22,0.591,1.055,0.04454,26,20190427,232.8,188.1,350.1,20,0.282,0.823,(  5d),MPO309104,2014,RX22,2014,9,14,G96,Mt. Lemmon,Survey
,2014,RE11,0.209,1.243,0.04378,22.7,20190427,285.3,19.3,163.4,29.6,0.712,0.726,( 21d),MPO311498,2014,RE11,2014,9,1,703,CSS,
,2014,QZ295,0.633,1.274,0.01073,24.8,20190427,261.9,325.7,144,1.3,0.336,0.953,( 17d),MPO311477,2014,QZ295,2014,8,20,F51,Pan-STARRS,1
,2014,QZ265,0.718,1.205,0.02622,25.3,20190427,249.1,122.2,332.7,26.2,0.253,0.961,(  5d),MPO305400,2014,QZ265,2014,8,23,F51,Pan-STARRS,1
,2014,QE365,0.397,1.332,0.16036,21,20180323,41.3,352.9,151.8,16.1,0.54,0.865,3,MPO456924,2014,QE365,2014,8,23,F51,Pan-STARRS,1
,2014,QD364,0.945,1.027,0.01157,27.2,20190427,59.7,26.7,156.6,4,0.041,0.986,( 17d),MPO315305,2014,QD364,2014,8,30,703,CSS,
,2014,QA433,0.679,1.255,0.13188,21.8,20190427,204.7,322.1,155.6,38.5,0.298,0.967,( 22d),MPO311496,2014,QA433,2014,8,31,703,CSS,
,2014,OL339,0.539,1.46,0.01804,22.9,20190427,354.4,289.7,252.2,10.2,0.461,0.999,5,MPO495840,2014,OL339,2014,7,29,950,EURONEAR,
,2014,NQ64,0.522,1.171,0.01309,24,20140702,235.3,328.8,98.8,4.4,0.383,0.847,(  1d),MPO303433,2014,NQ64,2014,7,1,F51,Pan-STARRS,1
,2014,MZ17,0.752,1.158,0.03279,24.1,20190427,185.5,191.9,304.7,2.4,0.213,0.955,2,MPO353706,2014,MZ17,2014,6,24,F51,Pan-STARRS,1
,2014,MV18,0.574,1.027,0.01053,23.7,20190427,79.1,358.6,101.7,10.2,0.283,0.801,2,MPO477736,2014,MV18,2014,6,26,703,CSS,
,2014,MR5,0.825,1.083,0.05725,24.3,20190427,230.3,19.2,84.7,17,0.136,0.954,(  4d),MPO298936,2014,MR5,2014,6,20,F51,Pan-STARRS,1
,2014,MF18,0.742,1.03,0.00777,26.1,20190427,108.1,350.4,102.2,2.6,0.162,0.886,2,MPO477736,2014,MF18,2014,6,25,703,CSS,
,2014,MD42,0.621,1.096,0.05652,24.5,20190427,209.5,187.4,264.2,6.9,0.276,0.859,( 16d),MPO303425,2014,MD42,2014,6,30,F51,Pan-STARRS,1
,2014,MA18,0.615,1.14,0.00016,25.5,20190427,73.6,44.4,87,6.2,0.299,0.877,(  9d),MPO298943,2014,MA18,2014,6,24,F51,Pan-STARRS,1
,2014,LZ20,0.422,1.069,0.02848,25.1,20190427,33.9,355,79.8,6.2,0.434,0.746,(  3d),MPO477735,2014,LZ20,2014,6,6,F51,Pan-STARRS,1
,2014,LY21,0.427,1.03,0.00009,29.1,20190427,159.9,348.1,73.1,10.8,0.413,0.728,(  0d),MPO296117,2014,LY21,2014,6,2,G96,Mt. Lemmon,Survey
,2014,LK21,0.868,1.059,0.01357,25.9,20190427,293.9,139.6,251.5,5.8,0.099,0.963,( 18d),MPO307090,2014,LK21,2014,6,7,703,CSS,
,2014,KV76,0.544,1.152,0.06029,21,20190427,351.2,157.8,232.8,12.8,0.358,0.848,2,MPO405058,2014,KV76,2014,5,28,703,CSS,
,2014,KS76,0.677,1.179,0.00168,26.6,20190427,283.3,51.3,62.3,1.1,0.27,0.928,2,MPO347317,2014,KS76,2014,5,27,F51,Pan-STARRS,1
,2014,KM39,0.566,1.248,0.01547,24.4,20190427,355.9,228,233.9,13.3,0.376,0.907,( 39d),MPO300695,2014,KM39,2014,5,25,F51,Pan-STARRS,1
,2014,KG39,0.579,1.226,0.02263,25,20200531,253.2,150.9,236.7,3.5,0.358,0.902,2,MPO545928,2014,KG39,2014,5,21,F51,Pan-STARRS,1
,2014,JU15,0.388,1.065,0.00165,24.8,20190427,155,20.2,38.6,9.1,0.465,0.727,( 36d),MPO297975,2014,JU15,2014,5,4,703,CSS,
,2014,JN2,0.281,1.499,0.01474,24.3,20190427,261.5,148.8,219.8,6.2,0.684,0.89,(  4d),MPO300688,2014,JN2,2014,5,2,G96,Mt. Lemmon,Survey
,2014,HQ124,0.63,1.071,0.0084,18.93,20201217,349.1,144.5,257.6,26.4,0.259,0.851,5,MPO599516,2014,HQ124,2014,4,23,C51,WISE,
,2014,HN2,0.817,1.036,0.00637,26.5,20190427,24.6,207.3,198.9,1.2,0.118,0.926,( 43d),MPO297956,2014,HN2,2014,4,21,G96,Mt. Lemmon,Survey
,2014,HM196,0.451,1.225,0.11571,25.9,20190427,340.2,194.9,210.7,16.2,0.462,0.838,(  2d),MPO317868,2014,HM196,2014,4,23,W84,DECam,
,2014,HJ184,0.579,1.292,0.24617,21.7,20190427,31.6,357.4,28.7,19.5,0.381,0.935,( 33d),MPO311404,2014,HJ184,2014,4,28,W84,DECam,
,2014,HB124,0.41,1.275,0.05675,23.1,20190427,359,168.5,221.9,6.6,0.513,0.843,(  9d),MPO315290,2014,HB124,2014,4,23,W84,DECam,
,2014,GT34,0.579,1.125,0.12365,21.7,20190427,336.1,5.1,10.8,34.7,0.321,0.852,( 30d),MPO294932,2014,GT34,2014,4,4,703,CSS,
,2014,GS1,0.57,1.238,0.00358,26.7,20190427,47.9,232.5,193.5,11.9,0.369,0.904,(  1d),MPO290442,2014,GS1,2014,4,4,G96,Mt. Lemmon,Survey
,2014,GQ17,0.643,1.064,0.00011,27.1,20190427,273.7,330.9,79.1,0.1,0.247,0.854,( 25d),MPO327163,2014,GQ17,2014,4,5,703,CSS,
,2014,GJ45,0.63,1.245,0.0521,23.6,20190427,96.6,312.4,22,21.3,0.328,0.938,( 17d),MPO315289,2014,GJ45,2014,4,7,G96,Mt. Lemmon,Survey
,2014,GJ1,0.685,1.2,0.03141,24.2,20190427,290.9,40.5,24,5,0.273,0.943,( 25d),MPO315289,2014,GJ1,2014,4,1,703,CSS,
,2014,GF45,0.753,1.215,0.19066,23.3,20190427,257.1,170.4,198.9,16,0.235,0.984,3,MPO380389,2014,GF45,2014,4,4,F51,Pan-STARRS,1
,2014,GC49,0.262,1.208,0.00039,28.6,20190427,108.3,207.6,193.3,6.4,0.644,0.735,(  1d),MPO290464,2014,GC49,2014,4,4,G96,Mt. Lemmon,Survey
,2014,FZ6,0.893,1.07,0.07086,24.7,20190427,273.7,170.2,183.6,14.4,0.09,0.982,(  8d),MPO438002,2014,FZ6,2014,3,23,G96,Mt. Lemmon,Survey
,2014,FW32,0.781,1.08,0.00853,27,20190427,13.6,260.3,139,1.3,0.161,0.931,(  6d),MPO290409,2014,FW32,2014,3,25,G96,Mt. Lemmon,Survey
,2014,FO47,0.548,0.956,0.04659,20.3,20190427,123.1,347.5,358.7,19.2,0.271,0.752,3,MPO438002,2014,FO47,2014,3,30,G96,Mt. Lemmon,Survey
,2014,FO38,0.441,1.037,0.01149,26.34,20201217,353.5,14.5,10.4,9.7,0.403,0.739,2,E2021-GK1,2014,FO38,2014,3,28,703,CSS,
,2014,FN38,0.567,1.08,0.01426,26.8,20190427,57,27.4,9.4,6.6,0.312,0.823,(  7d),MPO290419,2014,FN38,2014,3,28,703,CSS,
,2014,FK38,0.696,1.071,0.00263,25.2,20190427,277.6,319.2,7.9,4.4,0.212,0.884,(  2d),MPO290419,2014,FK38,2014,3,27,J75,OAM Observ,"atory, La Sagra"
,2014,EL,0.568,1.29,0.00792,27,20190427,348.7,235.5,164.2,10.3,0.389,0.929,(  3d),MPO286769,2014,EL,2014,3,5,703,CSS,
,2014,DV110,0.584,1.075,0.00257,24.9,20190427,82.3,222.3,139.3,2,0.296,0.83,( 10d),MPO292232,2014,DV110,2014,2,28,G96,Mt. Lemmon,Survey
,2014,DJ80,0.912,1.043,0.04006,26.3,20190427,280.4,20.9,338,3,0.067,0.977,( 22d),MPO292230,2014,DJ80,2014,2,26,F51,Pan-STARRS,1
,2014,DH,0.629,1.343,0.00435,26.6,20190427,179.5,284.1,109.2,1.2,0.362,0.986,( 14d),MPO303403,2014,DH,2014,2,19,G96,Mt. Lemmon,Survey
,2014,DG23,0.717,1.112,0.05365,25.1,20190427,93.1,215.3,157.2,11.9,0.216,0.914,(  7d),MPO286760,2014,DG23,2014,2,27,G96,Mt. Lemmon,Survey
,2014,DF23,0.724,1.098,0.01655,24.6,20190427,217.7,314.6,334.9,7.4,0.205,0.911,( 12d),MPO286760,2014,DF23,2014,2,27,G96,Mt. Lemmon,Survey
,2014,DE,0.612,1.228,0.16963,23.5,20190427,106.5,198.2,146.5,19,0.335,0.92,(  1d),MPO286751,2014,DE,2014,2,18,G96,Mt. Lemmon,Survey
